,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Sleeplessness or insomnia,0.1370906026194419,0.363547851469377,0.16195840469981967,-0.3641986942277067,-0.14771000237746837,0.045048024249731006,0.09056159923821719,-0.0033942432374997546,0.05076493882721443,-0.007561041604653379,0.17181528980498412,0.05935044180463704,0.08641907279341436,-0.10659792142717325,0.11586144105924888,-0.0861668136387808,0.20905777625150676,0.028167590257320296,-0.17519792541310458,0.02397850573187789,0.0848972553709722,0.3228194568287395,-0.15558373836647627,0.11714580475817866,-0.08522053306032243,-0.11873461278261292,0.08983536023663216,0.037786676046255824,-0.013495443825830953,-0.33604958208537533,0.09908402823509745,0.18568170889637495,-0.020826507731552674,0.24730420496712657,0.23363943977862225,0.17020607743162733,0.017974177733741995,0.3045311705147932,-0.08953367009832429,0.13454123879320828,0.1583425907149314,0.17193381708749933,0.3298781564315954,0.041439595145292905,0.3513690663404141,0.14425192263419903,-0.022197616984349272,0.04269732596564157,0.07351403222539218,-0.18491611339735095,0.0019373105567106034,0.1706724713391302,-0.21936684525921651,0.06497959194055614,-0.015694801641329633,0.11011690267143495,-0.21498403868756258,0.13514808241254597,-0.02837805918053792,0.10849289662472533,0.017686252641642173,0.00894933013531859,0.18089772676373983
Heart attack,-0.2742178786195176,0.1388663046451311,0.04375062608773992,-0.11869563191412555,0.21657391051814387,0.01987017999191586,0.05847553274979603,0.022733861197066354,-0.01473191013489776,0.20158686667491799,0.28457503237375315,0.1502326051428575,0.05558552653172922,-0.093496047674962,-0.2563486753337492,-0.2078861065447581,0.14574943878950028,0.07511239389607205,0.04865131269254531,-0.05324815100413271,-0.10356049671137767,-0.03551035879255834,0.20502870207412235,0.2994327605690839,0.13743963261413067,0.044698638161971053,0.09214274607744363,-0.03423405460814256,0.2432724388970781,0.20634616864616273,-0.10581270357287142,-0.0027374255931071735,0.19999716102765003,0.15336775235843164,0.2652648255495764,0.09670964610457611,0.23249436566518092,0.08994998995676144,0.07142672878505037,0.25095890785574876,-0.1112191995335377,-0.07360115232631496,0.09568663434412385,-0.34791683319940114,-0.28669767591726425,-0.24783282702367987,-0.27402302773727855,-0.33182787705537525,0.04531252895755833,0.055260309571064,-0.15712972050371837,0.01644384259805704,-0.030303122132058147,-0.13279494517273488,0.1495362958788739,0.03629343797131791,0.03719424973280863,0.0186675777159387,-0.2977915000704413,-0.02729177567174269,-0.3878356581599912,-0.3683646247747039,-0.15025603399714552
Angina,-0.004456344242764795,-0.16695943931364046,0.026045344309397037,0.1510118669569976,0.2574964913520257,-0.0855150899568427,0.04148248169169905,0.26243956478032343,0.11994711332008555,0.21073557644002575,0.22060724689876982,0.35504376880899086,0.020851311906423645,-0.2021648790852567,-0.060430472425764305,-0.053176772084581464,0.09580862056840031,0.06701045208130102,-0.047220410044369006,0.09189557193117907,0.006775360545011277,-0.21714697487711637,0.03626579728836844,-0.013929069957315804,0.025040708326408978,0.13420874221684423,0.184926974206285,-0.017271167208629704,0.33796765420133335,-0.20665978022669207,-0.07462487027449673,-0.03047746864098593,-0.20896898846992315,-0.36556880440377293,-0.19169606029214026,-0.3486912306805025,-0.012032512600018856,-0.20324060208342073,0.022753973713291666,-0.2302611632756354,-0.1141863936292388,-0.017771747987213104,-0.19617142724439457,-0.3495797641491265,0.20565184046297558,-0.06575950910707025,-0.3528370369159812,-0.4063241355016774,0.0934231257405986,0.14958290835968016,0.03754287161243114,0.09910522407751315,-0.11188412016182127,-0.16592891181524816,0.08334647846100161,0.1515501330455619,-0.08262599871288936,0.008244477133346174,-0.17397602678992397,-0.2132315452198845,-0.023996412352858036,-0.1860727396159681,-0.13001610600946653
Stroke,0.23700385173466362,-0.06918968633224001,0.14757527779126842,0.06883476537430706,0.07136625121722935,-0.0560640310790781,-0.20906030356748795,0.22815676522096992,0.24233880355945434,-0.06944611192037461,0.05594490632539189,0.06682757180781723,0.19013367030324188,-0.0019742363936875998,-0.16501209397249278,0.1911068963691535,-0.12920771980211734,0.03791902809207865,-0.09218115419315848,0.18357318641867762,0.0908418864352358,-0.15559949460677208,-0.2133423620255614,-0.11545125081435204,-0.11794958940793082,0.23580873043452438,-0.0595993090791286,-0.11991676160950651,-0.17562059990264123,-0.08711231262527175,-0.28283890356227637,0.23552244003456743,-0.01681564357621502,-0.05465494870993431,-0.12361342017227289,-0.044286644069519265,-0.07739811155530361,0.021047246985383617,0.0007005584976847809,0.0159238079863189,0.22746285259262986,0.06709648404588575,-0.03782921429355086,0.10240643276514855,0.18572852718780813,0.030581673857355537,0.09896295761906629,0.08685737462992232,-0.11304203026002571,0.08535906103446544,0.2516461751966489,0.023295938555091565,-0.08284241445276688,0.21880160693493028,-0.16919942293310453,0.060467462878158657,0.0697159925175803,0.05193034547593098,0.22052987916443992,-0.146806509430794,0.13515005071415592,0.21472742062686292,-0.09834656733803686
Hypertension,-0.24263568068318245,0.23408475893994127,0.37342893998719684,-0.3108697377458889,0.08722843678170321,0.2318168978049168,0.01626100012971952,-0.13730815307015173,-0.16856226186088,0.11295322793035353,-0.009968586413974589,-0.14969430525201555,0.21649773950633533,0.08587798341969091,-0.19606453395527393,-0.27024020825877243,0.2712230572255613,0.15385233137323584,-0.013665733367644562,-0.1091582709424777,-0.36155508764815975,0.017718951700237028,0.17546747228497234,0.16262103288898985,0.20031955712671956,0.30286094252994794,0.24865272255017773,0.19563316122131552,0.03643732553870712,0.05360570988347321,0.031521541607955575,0.40806395924033667,0.148838217660271,0.22881525046362197,0.2528481510482481,0.1341833115685747,0.13812665430540705,0.09059096750044922,0.1717150419363155,0.2567654208458874,0.009489047667912863,0.08498897892452625,0.25132680455078343,-0.11683611242691212,-0.26881929271366245,-0.133840163607879,-0.1059351609020039,-0.06427902292517775,0.02509309009340937,0.09536587461149461,-0.12849250892990338,0.17812373017919642,-0.22004143655710198,-0.013379792082772315,0.029633874853055162,0.028105282265285626,0.21310098586375778,-0.06826786429597231,-0.32107938539984276,0.11988367360944324,-0.07422975669409804,-0.22567434153448626,0.14426619602959614
Diabetes diagnosed by a doctor,-0.04049110831457796,-0.06708863555821167,0.1636839339794666,-0.13052996164875452,0.3128413863558509,-0.2551864950001334,-0.19351971739348522,0.2555487204090474,0.09801556792746158,0.27310740311567494,0.06581528926218103,0.074264220810156,0.30722925360188547,0.030266871989891565,-0.0901206599056794,-0.13152455182523085,0.22829506656725856,-0.037887686536579965,-0.070442073654584,-0.2458041227298824,-0.3352361045652659,-0.12021972602998504,-0.04009101655589035,0.1573784681457785,0.0494102101341825,0.3378176466678809,0.33581733283715987,0.13968951091559145,0.3288426346629249,-0.15323883553911868,-0.03789717798048599,0.11998413106852504,-0.0035858697240589883,-0.1389171401725863,0.03215812561468557,-0.11399470032684772,0.21022637556926083,0.09858619163691734,0.2666958295636272,0.019478409191832757,-0.012025138505819093,0.1106364721847028,0.08912239163344353,-0.5490025117821121,0.003433933231843453,-0.22631812944128013,-0.4956034572220291,-0.4987861563619227,-0.012252797440233288,0.11362026645398497,0.07816339437542219,0.18115388752289846,-0.24414920476288435,-0.18262400314468888,0.14428455571483498,0.11751988761463686,0.02361087189003248,-0.08583163735955891,-0.3298396378877234,-0.1253232914882912,-0.05723055348845529,-0.3024156905568414,0.020309186718386933
Hearing difficulty with background noise,-0.028488130716323338,-0.07173880414186742,0.3401028983382353,0.027607221889118974,0.14846284161007403,-0.10061226373658157,-0.1649553799705561,0.13688743107048704,0.11422701271572548,0.33457189202671545,0.06908103069566938,0.03029659004799423,0.26641675396088627,0.12546429286962926,-0.2407654180298866,-0.22845963480121187,0.23529305439640907,0.13791995975192317,-0.1205599527837809,-0.10650399310063072,-0.18814979696669987,-0.016411665845127082,0.024951232661501482,-0.013561984409814279,-0.07521670381421514,0.3137924176819374,0.41523621870831595,0.2669516647731786,0.12768977389709668,-0.07633281104987412,-0.10779123249311402,0.024373485267221613,0.05001635091056658,-0.053716501148442494,0.14944973466284786,0.12684746734210983,0.10228454616167,0.006025224042417633,0.13279235481138463,0.2912344113064443,0.17290914976085078,0.16563973881174887,0.23074491892440607,-0.22533115100969084,-0.1365692544384653,-0.05412977252819363,-0.24328525728220796,-0.22220014825358458,0.04096120823306215,0.1304227679496059,-0.06569998185074392,0.023140693316689203,-0.05842450603784358,-0.05793957405963261,0.1779512869030613,-0.06873598612411898,0.16252038435170682,-0.131256810021917,-0.22986443698990877,-0.07382281002940166,0.18122377626568864,-0.2168367405524607,0.06836711616082942
Hearing aid user,0.07303184267115562,-0.09098177782820582,-0.239788629379641,0.045436024704107056,0.08299775137022265,-0.11163491614583602,-0.07335854397143891,0.2168944297530765,0.2110723550636595,-0.09067134574256659,0.015167482118663481,0.21200958698721523,-0.009537161000112527,0.015141746214552413,0.01751801889636089,0.20415994752152017,-0.17218519728018042,0.2013560734329944,-0.012096905349504528,0.12223875351547317,0.1584159275428189,-0.16239127214237603,-0.2687589627855739,-0.026297104059425907,-0.1039017590957526,-0.10102629938573025,-0.11708192250683269,-0.01191309744358853,-0.018642847567861047,-0.175042741307882,-0.282599285783444,-0.1450360381555302,-0.05584317828252518,-0.23086111872326856,-0.196697345006505,-0.12481082795272765,0.09775763602497956,0.041286701051076076,0.13072150251550266,-0.31272956643514277,0.12248548064134862,0.18234098267942675,-0.17361995194504476,-0.10811843181401662,0.25019003228943165,0.17593253607361423,-0.17706512214597983,-0.19047274938690137,-0.2473309917225531,-0.09912428363330285,0.23603938033926214,0.08024813516058603,0.028403870432602313,0.0472452800938035,-0.13326278181048692,-0.10441664348680492,-0.22525757054752238,0.015837320431065775,0.27585565068954815,-0.1856809653279737,-0.10369041566199325,0.04845760706694625,0.060406724986696914
Glaucoma,0.04863914976658283,-0.022438474273819026,0.21002199466235857,-0.0200351768322359,-0.08657825844814665,0.06125804760774691,0.19078854108373197,-0.0795797649379316,-0.006557986977623355,-0.1491820754154874,-0.19395581878198823,-0.09281392326030158,0.126660887867876,0.16565932082162105,-0.06300420113809305,0.06993847903542649,-0.04764173197199281,-0.04994405625150743,0.17555214713655484,-0.12345116919748596,-0.2216289537383547,-0.14066384005804294,0.20944070797358583,0.026574005807339506,0.13405224632268578,0.04929101894810997,-0.019577035217915362,-0.17952573135199726,-0.03254386273662089,0.05901155146642005,0.4139084027486101,0.05269703513129131,0.05291797316761262,-0.174502619724922,-0.0709670483982574,-0.2312696638788726,0.08652250104320153,0.22513605194855332,0.17896067748159208,0.11903292883928009,0.12550409523022557,-0.0318610166023232,-0.04585851626544675,-0.0007710748386288835,0.15544954689464244,-0.1375548896615297,0.04243015754296581,-0.0010305987335508069,-0.07309495583133505,-0.003248558740995817,-0.058378688358016025,0.0575340863512834,-0.051213928183218405,-0.2813251737698414,0.035227686395497074,0.07811565508934522,-0.04534178903918927,0.01967028137750862,-0.061970480649481206,-0.022327782163522034,-0.0008652521264589501,-0.12219948432988434,-0.2857248076154862
Cataract,-0.08329891425466009,-0.22313469244575884,-0.039602492262930035,0.09030660663708841,0.1030129993216041,0.155216865064313,0.15528310625254707,-0.14563874825334563,0.10303025828528718,0.026603895106681204,0.06114494019536579,0.04103426548647422,-0.20114805396630364,-0.1537314249688017,-0.29189553123771356,0.1087662121184644,0.023408148419811967,-0.047518277044981676,0.2332060715029323,0.276429300528321,0.16912756173510737,-0.10070307688746892,-0.19965953132589068,-0.22870653055769757,-0.24949111724869477,-0.20952595191498438,-0.34234493707593466,-0.02002048203167095,-0.013460698837110844,-0.0734806895351758,0.12707411993337492,0.09142674204040462,0.0385094663014954,-0.05763144738314417,-0.25443304346832246,-0.4001682369671069,-0.4819592636017714,-0.23644702915501747,-0.34681328555835594,-0.1569669099237134,-0.14390562359232964,-0.40172398034089823,-0.29035517662161353,0.212306930579248,0.042884900301432695,-0.09484113297018025,0.20936189532931718,0.22842199598759275,0.021593360059866267,0.0521958484801346,-0.08823573545752957,-0.1281764380542575,0.04399872829686527,-0.04695293581896868,0.14386089593685433,0.15443333288504146,-0.13403152291336362,0.042903063092671154,0.15382601914837069,0.1973086131621464,0.033016762447367703,0.21702152160807633,-0.06699090195123249
Macular degeneration,0.007661600227802624,0.009919809680683072,-0.222396940058284,-0.07837533278830543,0.02548711645100269,0.06892932744198703,0.09985744582603773,0.13431634773047887,0.024526905160216116,-0.061789609987398623,-0.09197196173605089,-0.07250995794971721,0.03664599538529284,-0.19645339548252286,0.033275875653126945,-0.1829104818275719,0.038955121110617365,0.07919119998682751,-0.035150305424502044,0.21404122081785054,0.21107499873495558,-0.09838072636144574,0.07685550999374084,0.012736422235960847,-0.010446080841066832,-0.00921742250411984,0.01674880550387661,-0.07902580355338629,-0.06273022675339213,0.27127603924061067,-0.16186281570872738,0.016169501494617017,-0.1283621258865293,-0.08783656112156558,0.014960838972966857,0.015187141221695928,-0.06074280415829185,-0.13332690288342625,0.10884136385611211,-0.15191659372461896,-0.09877396337250942,0.10143342044618366,-0.12379028627218475,0.07819222052538327,0.03849381956418387,0.03500384368010488,0.11756236302577934,0.0314853465307415,0.024457066936638797,-0.11129972053032455,-0.0927889100523758,0.05233401169892746,0.03648562357601677,0.09051620940102437,-0.1954638247358236,-0.18702318924833533,0.24633682884450847,-0.033685299064262826,-0.04745787224194309,0.16680571040146114,-0.021166322536987706,0.03503225480418086,-0.025428401785520336
Miserableness,-0.08273175252344056,0.15142113638221036,0.12400358888367512,-0.001236977826462426,-0.010199370726287989,0.010412234556172177,-0.07821328917864112,0.015223577161196615,0.1728587317897253,0.1524734653080576,0.06705917862303895,0.3214119804631554,0.06959716615596466,-0.2562541913709981,0.21434989092628212,-0.16258553031913514,0.21516383234140632,0.06424736172253372,0.13619106484231938,-0.3691933456820156,-0.4286214637024132,0.16131002856077398,0.05099969782806502,0.18868078676971822,-0.040116920162037224,0.21025487507061247,0.23300067396696492,0.03739491808935668,-0.09274447620021008,-0.19131070147306223,0.010212053879384866,-0.09846213132070031,0.09287556137208867,0.16718662715441954,0.21486706572419878,0.16345318719016413,0.329126512972136,0.04247372461827433,0.08207442580875446,0.16833947833951587,-0.10794104220952949,0.03325720704852426,0.08400682431022821,-0.14949569106352767,0.0006890843474358841,0.003816754595375145,-0.13167303030776217,-0.07345256574895176,0.08232567209088215,0.0885993124950485,-0.026849577662457373,-0.17446556451792497,0.06936049612644168,-0.050089212057116896,0.3486392772512374,-0.09426434294974222,0.11635863497070671,0.14510689568691132,-0.13007757338446446,0.1169292755576127,-0.3137012294686283,-0.25111833701236813,-0.046592052170019264
Fed-up feelings,-0.06062447253627925,0.17026026098635977,0.09797107079027106,-0.09125772952736166,-0.18769841760026185,0.08728613523419339,0.11199378131528571,-0.13256069261194928,-0.03764427306783686,0.02392666553415506,-0.1174391270686779,-0.011411434626859203,0.08963130869133724,-0.07651911075417936,0.2202933758370322,-0.2545704998236713,0.3294997072123162,-0.040884450516825106,-0.28302343346723735,-0.15653948553170324,-0.26569657975238586,0.255884988352821,0.07720648284777272,0.11536273152211997,0.06818829343065669,-0.13480291681587814,0.04346714979561409,0.08239070956883514,-0.2041037628386752,0.0032262458435008833,-0.04533876852276054,-0.0332885002565896,-0.01806065044484285,0.17940638446956653,0.1801139715057505,0.3269721736042638,0.17791647579960507,0.012072580371909818,-0.09990754052029975,0.18346966129582484,-0.22567365382445734,0.042691975392327434,0.14349992832070874,0.05165340275449474,-0.0671115861250554,0.2171744501816806,0.08983362922308262,0.11458819230731764,0.1342819035202877,-0.11907233546187519,-0.10778200002086635,0.10444068441635278,-0.04784753679780954,-0.1467339821514175,0.08013940515595425,-0.13148875838621946,0.18929568805589314,0.06241015162963942,0.10553358351778616,0.21098477896483872,-0.24005396751562577,0.03443690238886398,0.1941034050366813
Mood swings,0.03431331328598208,-0.037764182684733756,0.10751981683587988,-0.026232074883574277,-0.05559317358437104,-0.12595553478477334,-0.17802040804334698,-0.07786405407542477,0.021825040605970507,0.10015477362391853,-0.1249288309686799,0.04831763970596418,0.14251747729854022,0.07800469665994034,0.0734513985005015,-0.21068435281950362,0.2606704923445436,0.06547132070746824,0.1204212935923428,-0.48140772909612806,-0.4954490208034462,0.07261669975450868,0.05302831851453919,0.08597616989277883,-0.07910683758343667,0.09467270040032365,0.1562326576184829,0.14887428279297904,-0.1055123340090711,-0.20647322854570677,0.06740859413346188,-0.15325557153233857,0.0768405736537525,0.02174554563437374,-0.011307392775339839,0.06405680600344396,0.1932396626913285,-0.01566415262851471,0.06848535837670582,0.18598752066802396,-0.10379472994155291,0.07060948097714048,0.01706216435785083,-0.04075564243631797,-0.2211697876590543,0.04309432596845209,-0.024826739567236883,0.030483851360529477,-0.002920046322975215,-0.011970850161854039,-0.010009309124612576,-0.060316164296146856,0.08298768879930367,-0.22616182891652478,0.26660467718048925,-0.1693977249726563,0.04983914463850137,0.00858998301385025,0.08896892549435269,0.04378730712467873,-0.13092573000089164,-0.16854870411342182,0.06728447583885415
Worrier_anxious,0.01261777389805693,0.06965113812107647,-0.020652909929991907,0.08274204270699531,0.1476244613410653,-0.008843568397261135,-0.015541628524292691,-0.009409657310994819,0.02521746121860978,0.16550536512538253,0.09592306554122851,0.036184907813609966,0.14898799326842568,-0.07966541426623966,0.23748448421344356,-0.09874877424093076,0.15056788084240982,-0.08340230923566457,-0.2686049144234491,-0.09005118840488152,-0.28710372047465027,0.3308891442207388,0.05404820463960211,0.0534935619984263,-0.023190303255246382,0.11889705574213683,0.24961056866242073,0.09161663143688115,0.023002585882756752,-0.06348450994301588,0.03699224133108641,0.004298494815303447,-0.23731404053885677,0.02902434747708999,0.05493324690155026,0.19267701790881564,0.10698150786255232,0.014941272341210145,-0.1488480478461007,0.16422701932775552,-0.01513547533793847,-0.08226126525457983,0.17254800130297954,-0.08648896281519027,-0.1670423079947045,-0.01536701789752259,-0.11812735755793094,-0.06085466093883652,0.13390128405486917,-0.03840090611993024,-0.09348555390429562,0.14045785375036746,-0.04278018878141984,-0.24840580692755873,0.08784340974496757,-0.18456456350987618,-0.01676188396295185,0.11298087340172297,-0.13496766062233162,0.05379003183679991,-0.013882956785829428,-0.1593225317685017,0.13237855269908147
Nervous feelings,-0.25808085003523457,0.09979468414465036,-0.18667431026573159,-0.02817417450400793,0.07149537148911259,0.09034612638269511,0.047075458303447934,-0.17707631609124266,-0.18033988454420397,0.13727117427769148,0.11768549928492655,-0.1034738009033174,0.07033668495453534,-0.08634511008455775,0.004902046332742302,-0.07599878514563159,0.060664291575834646,-0.13748359706947405,0.04950785569521108,-0.28684595584337486,-0.23477292442387626,0.2793704817631234,-0.06847879488833448,0.22379236863048496,-0.09070146920747774,-0.07920741218922574,0.15490959280804922,0.09935571870126954,-0.17625533254892584,-0.04034160408253421,-0.08947638904608896,-0.1591627715133526,0.22135204042002965,0.14651057658603586,0.13964758571212055,0.18480508728057152,0.1313684655318338,-0.03620521786380089,0.04603532498821457,0.20959330783411395,-0.11610762067248122,-0.04439673199365586,0.1591763930443785,0.11578217282397008,-0.34050458757589575,0.08029778500372937,0.1103004023386668,0.1535391909444182,0.34071741317703746,0.03691766161686359,-0.16881810537048614,-0.07966433605534418,0.05011425094922349,-0.045774513656967164,0.24486867815290017,0.053541208489073316,-0.020837182221187345,0.11776973228701242,0.10639006907471918,0.20508554814663946,-0.1442608562260235,0.03338644393752251,0.0669976710588523
Sensitivity_Hurt feelings,0.11893601700402077,-0.03992237140622236,-0.14726240264079837,0.17170948375411854,-0.044041111336309884,-0.20952140381450438,-0.22440713674932,-0.09685246876630811,-0.10351382109139387,-0.00591041576796981,0.08198199073803428,-0.13803198655918178,-0.05946599791959776,0.10531525688558666,0.066606530096605,0.03257567237092378,0.007796894063121202,-0.13181945150381238,-0.015498355280680306,-0.08587073128672316,0.036097789933964154,0.12700616739196013,0.054522316732979005,0.05102167565149349,-0.23372979579103892,-0.20808143567214651,-0.08504998861499383,0.28104663990354567,-0.3488087370951379,-0.023350560998744548,-0.23788977140964465,-0.27159580234861197,-0.10710038423046174,0.029293068164107483,-0.22066737847633178,-0.1197204983163903,-0.12619506692793184,-0.05838768210297476,-0.09137490529232682,0.004325179185748884,0.02795258910376634,-0.07545122987240017,-0.013875053946580894,0.30157683179776407,-0.05718166641705493,0.14373053713890493,0.28851166613689627,0.3484877928938064,0.0689039262775525,-0.2188316685534925,0.01469957536478584,0.004334920082244745,0.06682145229930823,0.0024159666619029173,0.10125665346069203,-0.025295780009920214,-0.1529956079697049,-0.3232955009858977,0.39722478319196186,-0.057687750135175735,-0.2438265665419863,0.17447470009128868,0.18331711474171228
Tense_Highly strung,-0.15983291689773638,0.12849198927747263,0.03403844458498767,-0.16217033380776605,-0.06967339340496,0.08839436146365996,0.06495505139042013,-0.302370731199494,-0.10516964852236979,-0.10099586644370484,-0.11303048142592757,0.0028173749922894183,0.016195823161123567,-0.017438072976182165,0.1588417758953792,-0.11871455479285557,-0.0030598142725111934,0.07898161366602705,0.09070626374501731,-0.1686590296456472,-0.0969946379399789,0.10101549518526892,0.06883824495780297,0.24345162877262277,0.02322094404235659,-0.1361930562356072,0.12791170667813806,-0.054126205194224904,-0.41429452005626505,-0.045620271887482355,0.004548854410895395,-0.021459710524715205,0.06582342547671649,0.01782869649061621,-0.04711061959299267,0.2528347125408919,0.2256576033317505,0.17061048176629076,0.12928514182666748,0.38230543787654997,0.06552818806856257,0.007568597093965321,0.11106263695110717,0.20150935240044293,-0.10058083301849993,0.03476850808826244,0.22731359869269696,0.23212300648674852,0.222856264801854,0.04155459707581702,-0.15652819165040852,-0.030525758560217553,-0.04288649849185063,-0.049056053654256464,0.19079178840159008,0.10962708774732133,-0.06896268202522372,0.07617822406608081,0.06899096846460974,0.18087263978829393,-0.21478696602885633,-0.036969141839602884,0.17091485030006096
Suffer from 'nerves',-0.46644837933285643,0.198388874508076,-0.0698874188027367,-0.07887781490290988,0.006175135446836337,0.21114042360584462,0.096388179317802,-0.21619393405768653,-0.18319228279484995,0.19225803267353292,0.0063828327110396835,-0.023137914758431268,0.1424773126997409,-0.12455896414635223,-0.01431852307542206,-0.30210865785839414,0.1955775180256914,-0.04309459312931975,0.017357811934552537,-0.32758559814633265,-0.27207647808143237,0.3772283718550055,-0.024846335292104643,0.15560161998119026,-0.04237456393511775,-0.0051413420438343625,0.17023197725592182,0.11640834585064129,-0.16829123814127459,-0.09983733750804338,-0.1739446731863201,-0.10719308802505513,0.2098429962922165,0.3098379338072432,0.2071643265179703,0.0984891508523818,0.061047813270812656,-0.02143755872562232,-0.024973823514644472,0.08334464456607968,-0.2258039970428472,-0.035137539214708004,0.0426036142709409,0.030977720193137815,-0.2486732901767289,0.04368953357617451,0.040384974845086956,0.07990650872504458,0.3238892500381564,0.3449401464799373,-0.27759400917057997,-0.10390874365331905,-0.008402159756905902,-0.061573143479465485,0.4005836059157907,-0.05215378354698687,0.02645094480619233,0.35107601725359466,-0.032329135873162405,0.2863339501237076,-0.1484528014632275,-0.04850060661455139,0.02417520443173025
Worry too long after embarrassment,-0.14191381400296219,0.09879705032960717,-0.111314245502264,0.010382519565391594,-0.022225736967662158,0.19215471483057994,0.12913594896804687,-0.19536735801927932,-0.1407138604212787,-0.10730572142815775,0.054995833473849454,-0.08036525129375785,-0.04189505164941162,0.0903150650315197,0.07637672172229185,-0.16967045454273993,0.3149667292105445,-0.11714771617293145,-0.06471489932887403,-0.0977515371993994,-0.13050779889665318,0.1424613854631071,0.03129426646995263,0.23153535983640752,-0.15516174919106573,-0.12168879700367667,0.13358119719483433,0.13841060591789509,-0.15365648859617304,-0.022193126284007516,0.08261276619899605,-0.21767564589835928,-0.006627455940493907,0.1318799400759449,0.031022693800004348,0.04635570559880473,0.16378946246565945,-0.05219108428718935,0.13449185660876245,0.1715220311972066,-0.02257781723741965,-0.0826964586827124,0.10532081919490632,0.26339088251856035,-0.28164588731954154,0.16828600610303093,0.1734899733120159,0.1941574249447009,0.08512851777810372,-0.24163718648276716,-0.10249234895434031,0.06190451998075011,0.0024657296156841346,0.04072082497642715,-0.007681132975831732,-0.044275826229623824,-0.04970417740966423,-0.19506683785545323,0.19161944444176784,0.08301246376947288,0.058492192094265885,0.1711022130260487,0.005519009573125081
Irritability,-0.07167709285376694,0.054267782350548556,0.029030945200699352,-0.13195869687473336,-0.002993281330468512,-0.18340150065989472,-0.021540737737578888,0.10622239572178194,0.27501737652913183,0.21449668616530912,0.03275002723948687,0.22413617502489264,0.15204919807486109,-0.057003866282097464,0.14511671284019625,-0.17729559968261815,0.21110446434366817,0.016103537097739207,-0.025515227318578554,-0.20501722595215027,-0.267810080440003,0.2955753517365308,0.15525748225161165,0.09086716122434733,-0.005458921545497188,-0.025406914838457112,0.24393084198060863,0.11184984762771137,-0.06982974704285336,0.05544624435723417,0.05841377561164183,-0.19594032425126173,0.12520649321688715,0.1570588383443889,0.23090666702506252,0.1017839917722276,0.1627400360719664,0.07210147279998202,0.11370225601621857,0.14629041510144844,-0.0038294803031144746,0.08884131222355612,0.20119560400562203,-0.04101991210094925,0.08460043187524995,-0.0025595688927323116,-0.003702872809162982,-0.007310663713126604,0.115132404997263,0.042837451964792314,0.0078030402841875015,0.13459119427479585,-0.10880125941870392,-0.4522214226051356,0.29793972400610985,-0.011405290275217219,0.1849736692763151,0.035433703383763705,-0.1667013550465788,0.048164356880920106,-0.04197732825799925,-0.2604111300628604,-0.04687344927403561
Neuroticism score,-0.09989393983000389,0.05407281581213019,-0.14620505644921056,-0.1033533318570099,-0.15445229646160055,0.09561448694565286,0.0739530784884289,-0.18404479241002797,-0.10987671254496008,-0.12310298742941334,-0.10554182037959839,-0.062386861287511974,0.007381931772196273,0.014763985545516686,0.27419525056183336,-0.1930833139731943,0.3566156666786752,-0.1999450549097644,-0.0688910196299399,-0.2378371775711723,-0.2905601767169288,0.27985372094516314,0.07692861343814784,0.12786173081968566,-0.038516147324123715,-0.055264167569050636,0.05834572589034896,0.07759938797618632,-0.19657522750125236,-0.022851547503502278,-0.027994927559586758,-0.14274265931840754,-0.07837055274455232,0.11902031168231454,0.1367177027314635,0.11307709979781662,0.17135098766239734,0.017736809732012995,-0.009543279071396717,0.20859555292331977,-0.15023711319257904,-0.024915058812603124,0.1416349993444979,0.18092464682764955,-0.22009967923627857,0.11302774134198315,0.16775510785599565,0.2157063602710626,0.016682653899626525,-0.2144788970632807,-0.06142979692265375,-0.031189468441427302,0.0737706555203954,-0.14862295239394846,0.12451857747817585,-0.12645957779212819,0.09480863027608982,0.1080041398059558,0.2131315373671546,0.18887239092867295,-0.0978301670798144,0.09085283507810116,-0.032981347365555046
